অঁরি	anri:1	aunry:1	onry:1	ori:1
রেফারিদের	refereeder:3
রেফারী	referee:3
রেফারেন্স	refaarens:1	refarence:1	refarens:1	refarensh:1
রেফারেন্সে	referancea:1	referenceye:1	referrancea:1
রেবতী	reboti:2	rebati:1	reboty:1
রেবেকা	rebeka:3	rebeca:2	rebeqa:2	rebecca:1
রেবেল	rable:1	rebal:1	rebel:1
রেভারেন্ড	reverend:2	revarend:1
রেভিনিউ	revenue:3	rebhiniu:1	reebhiniu:1	reeveenuee:1
রেমন্ড	remond:2	raymond:3	raymand:1	reemanda:1
রেমা	rema:3
রেমাক্রী	remacri:1	remacry:1	remakri:1
রেমি	remi:4	rami:1	ramie:1	ramiee:1
রেমো	remo:3
রেল	rail:4	reela:1	rel:1	rela:1
রেলওয়ে	railway:2	railvay:1	railwai:1	reelaoyee:1
রেলপথ	railpoth:2	railpath:1
রেলপথকে	railpothke:2	railpathke:1
রেলপথটি	railpothti:2	railpathti:1
রেলপথে	railpothe:2	railpathe:1
রেলপথের	railpother:2	railpather:1
রেলমন্ত্রী	railmantri:2	railmontri:2	railmantry:1
রেলমন্ত্রীর	railmantri:1	railmantrir:1	railmantry:1	railmontri:1
রেললাইন	railline:3
রেললাইনে	raillinea:2	railliney:1
রেললাইনের	railliner:3
রেলস্টেশন	railstation:3
রেলস্টেশনের	railstationer:3
রেলের	railer:3
রেশ	resh:3
রেশম	resham:3
রেশমা	reshma:3
রেশমি	reshmi:3
রেশমী	reshmi:3
রেশমের	reshamer:3
রেষারেষি	reshareshi:2	reshareshite:1
রেষ্টুরেন্ট	restuarant:2	restaurant:1
রেস	race:4	racee:1	reesa:1	resa:1
রেসকোর্স	racecourse:2	rececourse:1
রেসলার	wrestler:2	werstler:1
রেসলিং	wrestling:3	vrestling:1	werstling:1	wreestling:1
রেসিং	racing:3	racin:1	reesim:1	reshim:1
রেসিডেন্ট	resident:4	reesideent:1	reesideenta:1	reshident:1
রেসিডেন্স	residence:3	reejideencee:1	reejideens:1	reesideencee:1
রেসিডেন্সি	residency:4	reesideency:1	reesideensi:1	reshidency:1
রেসিন	recine:1	resin:1	rinse:1
রেসিপি	recipe:4	reecipee:1	reesipi:1	reshipi:1
রেসে	racea:2	racey:1
রেস্টুরেন্ট	restaurant:2	restuatant:1
রেস্টুরেন্টে	restaurante:2	restaurantey:1	restuatante:1
রেস্তরাঁ	restora:1	restoran:1	restuara:1
রেস্তোরাঁ	restaurant:2	restoran:2	reestaurant:1	reestoram:1
রেহাই	rehai:3
রেহানা	rehana:3
রৈখিক	roikhik:3	raikhik:1
রো	ro:2	roo:2	ra:1	rha:1
রোকনুজ্জামান	roknujjaman:2	rakanujjaman:1	rokonujjaman:1
রোগ	rog:3
রোগও	rogo:1	rogow:1	rogyo:1
রোগকে	rogke:2	rogkey:2
রোগজীবাণু	rogjeebanoo:1	rogjeebanu:1	rogjibanu:1
রোগটি	rogti:3
রোগবালাই	rogbalai:3
রোগব্যাধি	rogbyadhi:3
রোগমুক্ত	rogmukta:2	rogmukto:2	rogmookto:1
রোগা	roga:3
রোগাক্রান্ত	rogakranto:3	rogakranta:2
রোগী	rogi:2	rogee:1
রোগীই	rogeei:1	rogie:1	rogiyi:1
রোগীকে	rogike:2	rogeekey:1	rogikey:1
রোগীদের	rogider:2	rogeeder:1
রোগীদেরকে	rogiderke:2	rogeederkey:1	rogiderkey:1
রোগীর	rogir:2	rogeer:1
রোগে	roge:2	rogey:2
রোগেও	rogeo:2	rogeow:1
রোগের	roger:3
রোজ	roj:3
রোজকার	rojkar:3
রোজগার	rojgar:3
রোজনামচা	rojnamcha:2	rojanamocha:1
রোজমেরি	rosemerry:2	rojjomeri:1	rojmeree:1	rojmeri:1
রোজা	roja:2	roza:2	rojaa:1	rojja:1
রোজার	rojar:3	rozar:2	rojaar:1	rojjar:1
রোজী	roji:3	rozi:2	rojee:1	rojji:1
রোটি	rooti:2	roti:2	rotee:1	rotti:1
রোটুন্ডা	ratunda:1	rootunda:1	rotunda:1
রোড	road:4	roda:1	rooad:1	rooda:1
রোডস	rhodes:2	roads:2	raads:1	radasa:1
রোডে	roade:2	roadey:2
রোডের	roader:3
রোদ	rod:3
রোদে	rode:3	rodey:2	rade:1	rodee:1
রোধ	rodh:3	rodhe:1
রোধক	rodhak:2	rodhok:2
রোধে	rodhe:3	rodhey:2
রোধের	rodher:3	rodhar:1
রোনালদো	ronaldo:2	ronaalado:1	ronalado:1
রোনাল্ড	ronald:4	rawnald:1	roenald:1	ronaald:1
রোনাল্দো	ronaldo:3	ronaaldo:1
রোপণ	ropan:2	ropon:2	ropen:1
রোপিত	ropito:2	ropet:1	ropit:1	ropita:1
রোবট	robot:3	robata:1	robota:1	roobata:1
রোবটটি	robotti:2	robatatee:1	robatati:1
রোবটিক	robotic:3	robateek:1	robatik:1	robotik:1
রোববার	robbar:2	robabaar:1	robabar:1	robbaar:1
রোবেন	roben:3
রোবোট	robot:3
রোবোটিক	robotic:3
রোবোটিক্স	robotics:4	robotiksa:1	robotiqsa:1
রোভার	rover:4	rabhara:1	raver:1	robhara:1
রোম	rome:4	rama:2	roma:2	rooma:2
রোমন্থন	romanthan:2	romonthan:1	romonthon:1
রোমন্থনের	romonthaner:2	romanthaner:1	romonthoner:1
রোমা	roma:3
রোমাঞ্চ	romancho:3	romancha:1
রোমাঞ্চকর	ramnchakar:1	romanchakar:1	romanchokar:1	romanchokor:1
রোমান	roman:4	raman:1	ramana:1	romana:1
রোমানদের	romander:3
রোমানরা	romanra:3
রোমানা	romana:3
রোমানি	ramani:1	ramany:1	romani:1	romany:1
রোমানিয়ান	ramanian:1	ramaniyana:1	romanan:1	romanian:1
রোমানের	romaner:3
রোমান্টিক	romantic:4	ramantic:1	ramantik:1	ramantika:1
রোমান্টিকতা	romanticata:1	romantickata:1	romantikata:1	romantikota:1
রোমান্স	romance:3	ramansa:1	romans:1	romansa:1
রোমারিও	romario:3
রোমিও	romio:3	romeo:2	roomeoo:1	roomioo:1
রোমিওর	romior:2	romeor:1
রোমে	romea:2	romey:1
রোমের	romer:3
রোমেরো	romero:3
রোমেল	romel:3
রোম্যান্টিক	romantic:3
রোম্যান্স	romance:4	ramance:1	ranyansa:1	ronyansa:1
রোয়ান	rawan:1	rayana:1	roowan:1	rooyana:1
রোযা	roja:3	roza:1
রোল	roll:4	rala:1	rall:1	rol:1
রোলার	roller:4	ralar:1	ralara:1	raller:1
রোলিং	rolling:4	ralim:1	ralling:1	rolim:1
রোশন	roshan:3
রোশনারা	roshanara:1	roshnara:1	roshnira:1	roshonara:1
রোশান	roshan:3	roshaan:1
রোষ	rosh:3
রোহান	rohan:3	rohaan:1
রোহিঙ্গাদের	rohingader:1	rohingarder:1	rohinggaader:1	rohinggader:1
রোহিঙ্গার	rohingar:1	rohinger:1	rohinggaar:1	rohinggar:1
রোহিত	rohit:3	roheet:1
রৌদ্র	roudra:2	roudro:2
রৌদ্রে	roudre:3	roudrey:1
রৌপ্য	roupya:2	roupyo:2
রৌপ্যপদক	roupyapadak:3	ropyopodok:1
রৌমারী	roumari:3	roumaree:1
রৌহা	rouha:3	roouha:1	rouhaa:1	rouhha:1
ল	law:2	la:1	lav:1
লং	long:4	lam:1	lang:1
লংকা	lanka:2	longka:1	lonka:1
লংঘন	langhan:1	langhon:1	longghon:1	longhan:1
লংঘনের	langhaner:1	langhoner:1	longghoner:1	longhaner:1
লংঘিত	longhito:3	langhita:1	langhito:1	longghito:1
লইলো	loilo:3	lailo:1
লক	lock:4	lack:1	lacq:1	laka:1
লকেট	locket:3	lacket:1	lakeeta:1	laketa:1
লকের	locker:2	loker:1
লক্ষ	lokkho:2	lakkho:2	lakkha:1	laksha:1
লক্ষণ	lakkhan:2	lokshon:2	lakkhon:1	lakshan:1
লক্ষণগুলি	lakkhanguli:2	lakkhonguli:1	lakshanguli:1	lokshonguli:1
লক্ষণপুর	lakshmanpur:2	lakkhanpur:1	lokshonpur:1
লক্ষণসমূহ	lakkhansamuha:1	lakkhansamuho:1	lakkhansomuha:1	lakkhonsamuha:1
লক্ষা	lakkha:2	loksha:1
লক্ষাধিক	lakkhadhik:2	lokshadhik:1
লক্ষিত	lakkhito:2	lakkhita:1	lokkhita:1	lokkhito:1
লক্ষী	lakkhi:2	lakshmi:1	laksi:1	lokshi:1
লক্ষে	lakkhe:1	lakkhey:1	lokkhe:1	lokshe:1
লক্ষের	lakkher:2	lakser:1	loksher:1
লক্ষেরও	lakkhero:2	lakkheryo:1	lokkhero:1	lokkheryo:1
লক্ষ্ণৌ	lucknow:4	lokhnow:1
লক্ষ্মণ	lakkhan:2	lakshman:1	laxman:1	lokkhan:1
লক্ষ্মী	lakkhi:2	lakshmi:1	laksmi:1	lokkhee:1
লক্ষ্মীপুর	lakshmipur:2	lakhhipur:1	lokkheepur:1	lokkhipur:1
লক্ষ্মীপেঁচা	lakhhipencha:1	lakkhipencha:1	lakshmipencha:1	laksmipencha:1
লক্ষ্মীবাজার	lakhhibajar:1	lakkhibazar:1	lakshmibazar:1	laksmibazar:1
লক্ষ্মীর	lakhhir:1	lakkhir:1	lakshmir:1	laksmir:1
লক্ষ্য	lokkho:4	lakshya:2	lakhya:1	lakkhyo:1
লক্ষ্যবস্তু	lakhyabastu:1	lakkhyobasttu:1	lakshyabastu:1	lokkhobostu:1
লক্ষ্যবস্তুতে	lakhyabastute:1	lakhyabastutey:1	lakkhyobastute:1	lakshyabastute:1
লক্ষ্যভ্রষ্ট	lakhyabhrushta:1	lakhyavrushta:1	lakkhyobhashto:1	lakshyabhrushta:1
লক্ষ্যমাত্রা	lakhyamatra:1	lakkhyomatra:1	lakshyamatra:1	lokkhomatra:1
লক্ষ্যমাত্রার	lakhyamatrar:1	lakkhyomatrar:1	lakshyamatrar:1	lokkhomatrar:1
লক্ষ্যস্থল	lakhyasthal:1	lakhyasthol:1	lakkhyosthal:1	lakshyasthal:1
লক্ষ্যে	lokkhe:2	lakkhye:1	lakshye:1	lokkhey:1
লক্ষ্যের	lakkhyer:1	lakshyer:1	lokkher:1	lokkhyer:1
লখনউ	lucknow:2	lakhnau:1	lukhnow:1
লখিন্দর	lokhindar:2	lakhindar:1	lokhinder:1	lokhindor:1
লখিন্দরের	lakhindarer:2	lokhindare:1	lokhindorer:1
লগ	log:4	lag:1	laga:1
লগারিদম	logarithm:2	logaridam:1
লগিং	logging:3	loging:2	lagging:1	lagim:1
লগ্নে	logne:2	lagney:1	logney:1
লঘু	loghu:3	laghu:1
লঙ্কা	lanka:2	langka:1	langkaa:1	lonka:1
লঙ্ঘন	langghan:2	langghon:1	langhan:1	langhhan:1
লঙ্ঘনকারী	langghankaarii:1	langghankari:1	langghnakaree:1	langghonkaarii:1
লঙ্ঘনে	langghaney:1	langghone:1	langhanay:1	langhane:1
লঙ্ঘনের	langghaner:1	langghoner:1	langhanair:1	langhaner:1
লজ	lodge:2	laj:1
লজিক	logic:3	lagic:1	lajek:1	lajik:1
লজিকের	logicer:2	lajikar:1	lajiker:1
লজে	lajay:1	laje:1	lodgee:1	lodgey:1
লজ্জা	lajja:2	lojja:2	lajjaa:1	lojjaa:1
লঞ্চ	launch:2	lanch:1	lancha:1	lonch:1
লঞ্চযোগে	lanchjoge:1	lanchjogey:1	launchjoge:1	lonchjogey:1
লটারি	lottery:3
লটারী	lottery:4	latari:1	latarii:1	lattery:1
লণ্ডনের	londoner:3
লণ্ডভণ্ড	landobhando:3	landabhanda:2	landabhando:1	landobhanda:1
লতা	lata:3	lataa:1
লতাগুল্ম	latagulmo:3	latagulma:2	lataagulmo:1
লতাচাপলী	latachapli:2	lataachaaplii:1	latachaplee:1	lotachaplee:1
লতানো	latano:3	lataano:1	lotano:1
লতাপাতা	latapata:3	lataapaataa:1	lotapata:1
লতার	latar:3	lataar:1	lotar:1
লতিফ	latif:2	lotif:1	lotiph:1
লতিফকে	latifkey:2	latifke:1	lotifke:1	lotiphke:1
লতিফপুর	latifpur:2	latifpoor:1	lotifpur:1	lotiphpur:1
লতিফের	latifer:2	lotifer:1	lotipher:1
লন	lawn:4	lana:1	lavn:1
লনি	loni:2	lani:1	lawny:1
লন্ঠন	lanthan:2	lanthhan:1	lanthon:1	lonthon:1
লন্ডন	london:5	landan:1	landana:1
লন্ডনে	londone:2	londoney:2
লন্ডনের	londoner:3
লবঙ্গ	labanga:2	labango:1	labonggo:1	lobongo:1
লবণ	laban:2	labon:2
লবণযুক্ত	labanjukta:2	labonjukto:2	labanjukto:1	labonjukta:1
লবণসহিষ্ণু	labansahishnu:1	labansahisnu:1	labansohisnu:1	labonsahisnu:1
লবণাক্ত	labanakta:2	labonakto:2	labanakto:1	labonaakto:1
লবণাক্ততা	labonaktota:3	labanaktata:2	labanaktota:1	labonaaktotaa:1
লবণাক্ততার	labonaktotar:3	labanaktatar:2	labanaktotar:1	labonaaktotaar:1
লবণের	laboner:3	labaner:2
লবন	laban:2	labon:2	lobon:1
লবনাক্ত	labanakta:2	labonakto:2	labanakto:1	labonaakto:1
লবনাক্ততা	labanaktata:2	labanaktota:1	labonaaktotar:1	labonaktata:1
লবনের	labaner:2	laboner:2	loboner:1
লবিতে	lobbyte:2	lobbytey:2
লব্ধ	labdho:2	labdha:1	lobdha:1
লভ্য	labhbha:1	labhbho:1	labhya:1	labhyo:1
লভ্যাংশ	labbhaangsho:1	labbhangsho:1	labhbhangsha:1	labhbhangsho:1
লম্পট	lampat:2	lampot:1	lompot:1
লম্বভাবে	lambobhabe:2	lambabhabe:1	lambavabe:1	lambobhaabe:1
লম্বা	lomba:2	lamba:2	lambaa:1
লম্বাকৃতির	lambakritir:2	lombakritir:2	lambaakritir:1
লম্বাটে	lombate:2	lambate:2	lambaate:1	lambatey:1
লম্বালম্বি	lambalombi:2	lombalombi:2	lambaalombi:1	lambalambi:1
লয়ে	laye:1	layee:1	lye:1	lyee:1
লরা	laura:3	lara:2	laraa:1	lora:1
লরি	lorry:3	lari:2	larii:1	larri:1
লরেন্ট	lorent:2	laurent:1
লরেন্স	lawrence:2	lorence:2	lareensa:1	larensa:1
লরেন্সের	larencer:1	lawrencer:1	lorencer:1
লর্ড	lord:4	lard:1	larda:1
লর্ডস	lords:4	lardasa:1	lardasha:1	lards:1
লর্ডসে	lordse:2	lords:1	lordsey:1
লর্ডসের	lordser:3
ললনার	lalonar:3	lalanar:1	lalonaar:1
ললাটের	lalater:3	lalaater:1	lolater:1
ললিত	lalit:2	lolit:2
ললিতকলা	lalitkala:2	lolitkala:2	lolitkalaa:1
ললিতা	lalita:3	lolita:3	lolitaa:2	lalitaa:1
ললিপপ	lollypop:3
লস	loss:3	los:1
লস্কর	laskar:2	lashkar:1	laskor:1
লস্ট	lashta:1	last:1	lasta:1	losht:1
লহরী	lahori:3	lahari:1	lahorii:1
লাং	lang:2	lung:2	lam:1
লাই	lie:4	lai:2	laai:1	le:1
লাইক	like:4	laika:1	laiqa:1	leka:1
লাইকা	laika:2	laikaa:1	leica:1	lyca:1
লাইকার	laaikaar:1	laikar:1	liker:1	lycer:1
লাইগ্যা	laigga:2	laigya:2	laaiggaa:1
লাইট	light:3	lite:2	laita:1	leta:1
লাইটার	laitara:1	letara:1	lightar:1	lighter:1
লাইটে	lighte:3	lightey:1
লাইটের	lighter:3	liter:1
লাইন	line:4	laina:1	lena:1
লাইনগুলি	lineguli:3
লাইনচ্যুত	linechyuto:2	linechuto:1	linechyuta:1
লাইনটি	lineti:3
লাইনটির	linetir:3
লাইনে	linea:1	linee:1	liney:1
লাইনেই	linei:3
লাইনের	liner:2	linear:1
লাইন্স	lines:3
লাইফ	life:4	laifa:1	laipha:1	lepha:1
লাইফটাইম	lifetime:4	laifataima:1	laiphataima:1	laiphetaima:1
লাইফে	lifea:1	lifee:1	lifey:1
লাইবেরিয়া	laibariya:1	laiberiya:1	leberiya:1	libaria:1
লাইব্রেরি	library:3	laaibrari:1	laaibreri:1	laebreri:1
লাইব্রেরিতে	libraryte:3	librarytey:1
লাইব্রেরির	libraryer:1	libraryir:1	libraryr:1
লাইব্রেরী	library:3
লাইব্রেরীতে	libraryte:3	librarytey:1
লাইভ	live:4	laibha:1	lebha:1	liwe:1
লাইলি	laili:2	laaili:1	lile:1	lyle:1
লাইস	lice:4	lais:1	laisa:1	laisha:1
লাইসেন্স	laiseensa:2	laisensa:2	laishensha:2	lesensa:2
লাইসেন্সকৃত	licencekrito:2	licencekrita:1	licensekrito:1
লাইসেন্সটি	licenceti:2	licenseti:1
লাইসেন্সধারী	licencedhari:2	licensedhari:1	licensedharii:1
লাইসেন্সিং	licencing:2	licensing:2	laiseensim:1	laisensim:1
লাইসেন্সে	licencea:1	licencey:1	licensee:1
লাইসেন্সের	licencer:2	licenser:1
লাউ	lau:3	laau:1
লাউঞ্জ	lounge:4	launge:1	launja:1	launza:1
লাও	lao:4	laao:2	laaoo:1	laoo:1
লাওস	laos:4	laosa:1	laosh:1	laosha:1
লাওসে	laose:3	laosey:1	louse:1
লাওসের	laoser:3	laoaser:1
লাকি	lucky:3	laki:2	laaki:1	laqi:1
লাকী	lucky:2	lakee:1	laki:1
লাক্স	lux:3	laax:1
লাক্সারি	luxury:2	lacsari:1	laxari:1	lucsari:1
লাখ	lakh:4	lac:1	lak:1	lakha:1
লাখেরও	lakhero:3	lakheryo:1
লাগ	lag:3	laag:1
লাগছে	lagche:3	laagche:1	lagchhe:1
লাগতে	lagte:3	laagte:1
লাগতো	lagto:3	laagto:1
লাগবে	lagbe:3	laagbe:1
লাগল	laglo:3	laaglo:1
লাগলাম	laglam:3	laaglaam:1
লাগলেও	lagleo:3	laagleo:1
লাগলেন	laglen:3	laaglen:1
লাগলো	laglo:3	laaglo:1
লাগসই	lagsai:2	lagsoi:2	laagshoi:1	lagshoi:1
লাগাতে	lagate:2	lagatey:2	laagaate:1
লাগাতেন	lagaten:3	laagaaten:1
লাগান	lagan:3	laagaan:1	lagaan:1
লাগানো	lagano:3	laagaano:1
লাগানোই	laganoi:3	laagaanoi:1
লাগানোর	laganor:3	laagaanor:1
লাগাবার	lagabar:3	laagaabaar:1
লাগার	lagar:3	laagaar:1
লাগালে	lagale:3	laagaale:1	lagaley:1
লাগালেন	lagalen:3	laagaalen:1
লাগি	lagi:3	laagi:1
লাগিল	lagilo:3	laagilo:1	lagila:1
লাগে	lage:2	lagey:2	laage:1
লাগেজ	luggage:3
লাগো	lago:3	laago:1
লাঘব	laghob:3	laghab:2	laaghob:1	laghav:1
লাঘবের	laghober:3	laghaber:2	laaghober:1
লাঙলের	langoler:3	langaler:2	laangoler:1
লাঙ্গল	langol:3	langal:2	laangol:1
লাজ	laaj:2	laj:2	laaz:1	laz:1
লাজুক	lajuk:3	lazuk:2	laajuk:1
লাঞ্চ	lunch:3	lanch:1	lancha:1
লাঞ্চার	lanchar:1	launcher:1	luncher:1
লাঞ্ছনা	lanchona:3	laanchhonaa:1	lanchana:1
লাঞ্ছিত	lanchito:2	laanchhito:1	lanchhito:1	lanchita:1
লাট	laat:3	lat:3
লাটিম	latim:3	laatim:1
লাটিমের	latimer:3	laatimer:1
লাঠি	lathi:2	laathi:1	latthi:1
লাঠিতে	laathhite:1	lathhite:1	lathitey:1	latthite:1
লাড্ডু	laddoo:2	laddu:2	laaddoo:1	laaddu:1
লাড্ডুর	laddur:3	laddoor:2	laaddoor:1	laaddur:1
লাথি	lathi:3	laathee:1	laathi:1	lathee:1
লাদাখ	ladakh:3	laadaakh:1	laadakh:1	ladaakh:1
লাদাখের	ladakher:3	laadaakher:1	laadakher:1	ladaakher:1
লাদেন	laden:4	laaden:1	ladeen:1	ladeena:1
লাদেনকে	ladenke:2	ladenkey:2	laadenke:1
লাদেনের	ladener:3	laadener:1
লাফ	laf:3	laaf:2	laph:1
লাফানোর	lafanor:2	laphanor:2	laaphaanor:1
লাফে	laaphe:1	lafe:1	lafey:1	laphe:1
লাবণী	laabonnii:1	labonee:1	laboni:1	labonni:1
লাবণ্য	labonno:2	laabonno:1	labonyo:1
লাবনী	laboni:3	laabonii:1
লাবিব	labib:3	laabib:1
লাভ	labh:2	laabh:1	laav:1	love:1
লাভকারী	labhkari:2	laabhkaarii:1	laabhkari:1	lovekari:1
লাভকে	labhke:3	laabhke:1	laavke:1	loveke:1
লাভজনক	laabhjanok:1	laavjonok:1	labhjanak:1	labhjanok:1
লাভজনকভাবে	laabhjanokbhaabe:1	laavjonokbhabe:1	labhjanakbhabe:1	labhjanokbhabe:1
লাভবান	labhoban:3	laabhobaan:1	labhaban:1	loveoban:1
লাভা	labha:3	lava:3	lawa:1	luva:1
লাভে	labhe:2	laabhe:1	labhey:1	lovea:1
লাভের	labher:3	laabher:1	laver:1	luver:1
লামা	lama:4	llama:2	laama:1	lamaa:1
লামাকে	lamake:2	laamaake:1	lamakey:1	llamake:1
লামার	lamar:2	llamar:1
লায়ন	layana:1	lian:1	lion:1
লায়ন্স	ians:1	ions:1	ionsh:1	layansa:1
লারমা	larma:3
লারসন	larson:3	larshon:1
লারা	lara:3
লার্জ	large:3
লার্ভা	larbha:1	larva:1	lerva:1
লাল	lal:3
লালখান	lalkhan:3	laalkhan:1
লালগোলা	lalgola:3	laalgola:1
লালচে	lalche:3	laalche:1	lalce:1
লালন	lalon:3	laalon:1	lalan:1
লালনকে	lalonke:2	laalonke:1	lalankey:1	lalonkey:1
লালনগীতি	lalongiti:2	laalongiti:1	lalangiti:1	lalongeeti:1
লালনপালন	lalonpalon:3	laalonpalon:1	lalanpalan:1	lalanpalon:1
লালনের	laloner:3	laaloner:1	lalaner:1
লালপুর	lalpur:3	laalpur:1
লালপুরের	lalpurer:3	laalpurer:1
লালবাগ	lalbagh:2	lalbag:2	laalbag:1
লালবাগের	lalbager:2	laalbager:1	lalbagher:1
লালবাজার	lalbazar:2	laalbazar:1	lalbazaar:1
লালমনি	lalmoni:3	laalmoni:1	lalmani:1
লালমনিরহাট	lalmonirhat:2	laalmonirhat:1	lalmoneerhat:1
লালমনিরহাটে	lalmonirhate:2	lalmonirhatey:1
লালমনিরহাটের	lalmonirhater:2	laalmonirhate:1	lalmonirhate:1
লালমোহন	lalmohan:2	laalmohan:1	lalmohon:1
লালা	lala:3	laala:1
লালাগ্রন্থি	lalagronthi:3	laalgronthi:1
লালার	lalar:3	laalar:1
লালিত	lalito:2	laalito:1	laleeto:1
লালে	lale:3	laale:1
লালের	laler:3	laaler:2
লাশ	lash:3	laas:1	lasa:1	lasha:1
লাশের	lasher:3	laaser:1
লাস	las:3	laas:2	lash:2	lasa:1
লাসা	lasa:4	lasha:2	lhasa:1	lhasha:1
লাসার	lasar:2	laasar:1	lashar:1	lhasar:1
লাসিথ	lasith:3	laasith:1	laseeth:1
লাস্ট	last:4	laast:1	lasht:1	lashta:1
লাহোর	lahore:4	lahoora:1	lahoore:1	lahor:1
লাহোরে	lahorey:2	lahoore:1	lahore:1
লাহোরের	lahorer:2	laahorer:1	lohorer:1
লি	li:3	lee:4	lii:1
লিংক	linc:1	link:1	linka:1	linq:1
লিংকন	lincoln:2	leankon:1	lincaln:1	linkana:1
লিউ	leu:4	liu:3	leuu:1	liuu:1
লিও	leo:4	lio:2	leoo:1	lioo:1
লিওন	leone:3	leon:2	lion:1	liona:1
লিওনার্ড	leonard:3	leonardo:1	lionarda:1	lionardo:1
লিওনার্দো	leonardo:3	leonaardo:1
লিওনার্দোর	leonardor:3	leonaardor:1
লিওনের	leoner:2	leoneer:1	leonir:1
লিওনেল	leonel:2	leoneel:1	lionel:1
লিখছে	likhche:2	leekhche:1	likhchey:1	likhchhe:1
লিখতে	likhte:2	leekhte:1	likhtey:1
লিখতেন	likhten:3	leekhten:1
লিখন	likhon:3	leekhon:1	likhan:1
লিখনে	leekhone:1	likhaney:1	likhone:1	likhoney:1
লিখবেন	likhben:3	leekhben:1
লিখলেন	likhlen:3	leekhlen:1
লিখা	likha:3	leekha:1
লিখার	likhar:3	leekhar:1
লিখিত	likhito:3	likheeto:1	likhita:1
লিখিতভাবে	likheetovabe:1	likhitabhabey:1	likhitobhabe:1	likhitobhabey:1
লিখে	likhe:2	leekhe:1	likhey:1
লিখেছিলেন	likhechilen:2	leekhechhilen:1	likhechhilen:1
লিখেছে	likheche:2	leekhechhe:1	likhechey:1	likhechhe:1
লিখেছেন	likhechen:2	leekhechhen:1	likhechhen:1
লিখেন	likhen:3	leekhen:1
লিগামেন্ট	ligament:2	legament:1
লিগে	leaguey:2	ligey:1
লিগের	leaguer:3	liger:1
লিগ্যাল	leagal:1	leegyaal:1	leegyal:1	legal:1
লিঙ্ক	link:3	leenk:1
লিঙ্কডইন	leenkdeen:1	leenkdin:1	linkdeen:1	linkdin:1
লিঙ্কন	linkon:2	leenkon:1	lincoln:1	lincon:1
লিঙ্কের	linker:3	leenker:1
লিঙ্গ	linga:2	lingo:4	leengo:1	lina:1
লিঙ্গকে	lingoke:3	leengoke:1
লিঙ্গের	linger:3	leenger:1
লিচ	leech:1	licha:1	liich:1
লিচু	lichu:5	leechoo:1	leechu:1	lichoo:1
লিজে	leasey:3	lijey:1	lizey:1
লিজেন্ড	legend:4	leegeend:1	lejend:1	lijeenda:1
লিটন	liton:3	litan:2	litaun:1
লিটল	little:4	litala:1
লিটা	lita:3
লিটার	litre:3	litar:2	liter:2	leetar:1
লিটারারি	literary:4	litarary:2	litarari:1	literari:1
লিড	lead:1	led:1	lida:1
লিডস	leads:3
লিডার	leader:4	leadar:1	leder:1	lidara:1
লিডারশিপ	leadarship:1	leadershhip:1	leadership:1	leadersip:1
লিডার্স	leaders:2	lidars:1
লিথিয়াম	leethiyam:1	liithiyam:1	lithiam:1	lithium:1
লিন	lean:3	lynn:1
লিনা	lina:3
লিনাক্স	linax:2	linux:3	linaksa:1	linaksha:1
লিনাক্সে	linakse:1	linaxe:1	linuxey:1
লিন্ডসে	lindsey:2	lindsay:1	lindse:1
লিন্ডা	linda:4	lindaa:1	lindda:1	lynda:1
লিপি	lipi:3
লিপিও	lipio:2	lipiyo:1
লিপিকার	lipikar:3
লিপিড	lipid:5	lipida:2
লিপিতে	lipite:3	lipitey:2
লিপিবদ্ধ	lipiboddho:2	leepeeboddho:1	leepiboddho:1	lipeeboddho:1
লিপির	lipir:3	leepeer:1	leepir:1	lipeer:1
লিপ্ত	lipto:3	leepto:1	lipta:1
লিফ	leaf:1	leaph:1	lef:1	lifa:1
লিফট	lift:3	leeft:1	leepht:1	lipht:1
লিফলেট	leaflet:3	leaphlet:1	leeafleet:1	leeflet:1
লিবারাল	liberal:2	libaaraal:1	libaaral:1	libaraal:1
লিবারেল	leebaraal:1	libaraal:1	libaral:1	liberaal:1
লিবারেশন	liberation:3	libaareshon:1	libaareson:1	libaresan:1
লিবার্টি	liberty:3	leebarti:1	libaartee:1	libaarti:1
লিভ	leave:3	live:2	leawe:1	leebh:1
লিভার	liver:3	libhara:2	leebhaar:1	leebhar:1
লিভারপুল	libharpul:2	liverpool:2	libhaarpool:1	libhaarpul:1
লিভারপুলের	libharpuler:2	libhaarpooler:1	libhaarpuler:1	libharpooler:1
লিভারে	libhare:2	leebhaare:1	leebhare:1	libhaare:1
লিভারের	libharer:2	leebhaarer:1	leebharer:1	libhaarer:1
লিভিং	living:3	leebheeng:1	leebhing:1	libheeng:1
লিমা	lima:4	limaa:1	limmaa:1
লিমিট	limit:4	limita:1
লিমিটেড	limited:3
লিমেরিক	limerik:2	limerick:1
লির	leer:3	lir:2
লিরিক্স	lyrics:2	lirics:1	liriks:1	liriksa:1
লিলি	lili:4	lily:2
লিলিকে	lilike:3	lilyke:1
লিসবনে	lesbone:1	lisbone:1	lisboney:1
লিসা	lisa:4	lisha:1
লিসার	lisar:3
লিস্ট	list:4	lisht:1	lishta:1	lista:1
লিস্টে	listey:2	liste:1
লিস্টেড	listed:3
