آؤ	aao:3	aaoo:1	aau:1	aaw:1
کمینے	kameenay:3	kaminay:2	kameene:1	kaminey:1
کمیو	cameo:1	kamio:1	kamyo:1	qamyo:1
کمیون	camyon:1	commun:1	commune:1	kamion:1
کمیونزم	communism:3
کمیونسٹ	communist:4	kamunist:1	kamyunist:1
کمیونسٹوں	communiston:3	kamuniston:2	communistoo:1
کمیونل	communal:3
کمیونٹی	community:4	kammunity:1
کمیونیکیشن	communication:4	communications:1	comunications:1	cumunications:1
کمیٹی	committee:4	comeetee:1	qomeeti:1
کمیٹیاں	committiyan:3	committeeyan:1	kamitiyan:1
کمیٹیوں	committion:1	committiyon:1	commtieeon:1	kamitiyo:1
کمیں	kamin:2	kameen:1	kamei:1	kamein:1
کن	kan:5	kin:4	kun:4	con:1
کنار	kinar:6	kanar:4	kinaar:1	kunaar:1
کناروں	kanaron:2	kinaron:2	kanaaron:1	kanaro:1
کنارک	conarck:1	conark:1	kanaarak:1	kanarak:1
کنارہ	kinarah:2	kinaara:1	kinaarah:1
کناری	kinari:2	canary:1	kanari:1	kinaari:1
کنارے	kinaaray:1	kinaarey:1	kinare:1	kinarey:1
کنال	canal:2	kunal:2	conaal:1	conal:1
کنانہ	conaanah:1	conanah:1	kananah:1	kinanah:1
کناڈا	kanada:2	canada:1	kannada:1
کناں	kinan:2	kana:1	kanaan:1	kanan:1
کنایہ	conaayah:1	conayah:1	kinayah:1	kunaaya:1
کنبوں	kanbon:2	kunbon:2	kumbo:1	kunbo:1
کنبہ	conbah:1	conbha:1	kumbah:1	kunba:1
کنبے	conbea:1	conbey:1	kumbe:1	kunbay:1
کنت	kant:2	canth:1	conth:1	kunta:1
کنجوس	kanjoos:2	conjoos:1	conjus:1
کنجی	kunji:2	conjee:1	conji:1
کند	kund:2	candh:1	codh:1	kand:1
کندر	kundar:2	condher:1	kondher:1
کندن	kundan:2	cundhan:1	kundhan:1
کندهار	condhaar:1	kandhaar:1	kandhar:1	kondhaar:1
کندھ	condah:1	condha:1	kandah:1	kandh:1
کندھا	kandha:4	condha:1	condhaa:1	kandaha:1
کندھوں	kandhon:2	kandho:1	kandhun:1
کندھے	kandhe:2	kandhay:1	kandhey:1
کندہ	kandah:2	kandh:1	kundah:1
کندہار	kandhaar:2	kandhar:2
کندی	candy:1	kandi:1	kandy:1	kundi:1
کندیاں	kandiyan:2	kandian:1	kandiya:1	kandyan:1
کندے	kande:2	kanday:1	kandey:1	kinde:1
کنری	kanari:1	kanree:1	kanri:1	kanry:1
کنز	kanaz:2	kanz:2	kinz:2
کنزالایمان	kamzaalimaan:1	kanzaalaymaan:1	kinzaalaymaan:1
کنزالعمال	kanzaalamaal:1	kanzalamaal:1	kinzaalamaal:1
کنزرویٹو	conservative:2	kanzarwaitiv:1
کنزرویٹیو	conservative:2	kanzarwaitiv:1
کنساس	kansaas:3	kansas:2	kinsaas:1
کنسرٹ	concert:3	conceert:1	conncert:1	kansartt:1
کنسلٹنٹ	consultant:1	consultent:1	kansalttantt:1
کنسورشیم	consorshium:1	consortiam:1	consortium:1
کنسول	console:3	kansol:3	kansole:1
کنسٹرکشن	construction:4	counstruction:1	cunstruction:1
کنعان	kanaan:2	canon:1	kinaan:1
کنعانی	kanaani:2	canany:1	canony:1	kinaani:1
کنفیوشس	confucius:1	confushus:1	confutios:1
کنفیڈریشن	confederation:2	confideration:1
کنن	canon:2	kanan:2	kinan:1
کنندگان	kanandgaan:2	kanandgan:2	cannendgan:1	connedgan:1
کنندہ	cananda:1	conenda:1	kanandah:1	kanendha:1
کنوئیں	cunvein:1	kanoen:1	kanuen:1	kanve:1
کنوارا	cunvara:1	kanwaara:1	kanwaaraa:1	kunvara:1
کنوارہ	cunvara:1	koovara:1	kunvara:1	kunwaarah:1
کنواری	kanwari:3	kunwari:2	cunvari:1	kanwaaree:1
کنواریاں	cunvariyan:1	kanwaariyaan:1	kunvariyan:1	kunwaariyan:1
کنواریوں	cunvariyoun:1	kanwaariyon:1	kanwaariyoon:1	kunvariyoun:1
کنوارے	cunvaray:1	kanvarey:1	kanwarey:1	kunvaray:1
کنواں	kunwan:2	kanwan:1	kunvan:1	kunwa:1
کنور	canoor:1	canwar:1	cunoor:1	kannur:1
کنورٹر	converter:3	knorter:1	konverter:1	qnorter:1
کنول	kanool:2	canool:1	kanul:1	knol:1
کنونشن	convention:2	kununashan:1	qununashan:1
کنوں	canoon:1	kanoon:1	knoo:1	knoon:1
کنویں	cuvain:1	kanveen:1	knowein:1	kunvain:1
کنٹر	canter:1	counter:1	kantar:1
کنٹرول	control:7	controol:1	contrrol:1	kantarol:1
کنٹرولر	controller:3	cantroler:1	controllar:1	kantaroler:1
کنٹری	country:1	kantri:1	katry:1
کنٹونمنٹ	cantonment:3	kantonment:2	contonement:1	contonment:1
کنٹھ	cunth:2	kunth:2	kantah:1
کنپٹی	kanpati:3	canpati:1	qanpati:1
کنپٹیوں	kanpatiyon:2	canapatiyoun:1	kanpatiyoun:1	qanpatiyon:1
کنڈ	kand:2	cand:1	kund:1	qand:1
کنڈل	candle:2	kandhal:1
کنڈم	kandam:2	candam:1	condom:1	kandham:1
کنڈول	kandol:2	candol:1	condol:1	condole:1
کنڈوم	condom:4	kondom:1
کنڈی	candy:1	condi:1	cundi:1	kandee:1
کنڈیارو	condeyaroo:1	condiyaru:1	cundiyaro:1	kandiyaro:1
کنڈیرا	kandira:2	candera:1	kandera:1	khandira:1
کنڈیشنر	conditioner:3
کنڑ	kand:3	kanda:1	kandh:1	qand:1
کنڑا	kanda:2	canada:1	candda:1	qanraa:1
کنڑول	control:3
کنکاں	kankaan:3	kankan:1	khankan:1	qanqaa:1
کنکر	kankar:3	cankar:1	khankar:1	qanqar:1
کنکروں	kankaro:1	kankaron:1	kankron:1	kunkaron:1
کنکریاں	kankariaan:1	kankarian:1	kankariya:1	kankaryan:1
کنکریٹ	concrete:4	kankreet:1	konkrit:1
کنکشن	connection:3
کنکٹ	kankat:2	connect:1	kankad:1	kankhatt:1
کنگال	kangaal:2	kangal:2	kangala:1	khangal:1
کنگرانی	congaraany:1	kangaraanee:1	kangaraani:1	kangraani:1
کنگز	kings:2	congaz:1	kangaz:1
کنگسٹن	kingston:4	kingstun:1	kingstunn:1
کنگن	kangan:3	kangaan:1	kanghan:1
کنگڈم	kingdom:3
کنگھا	kangaha:1	kangahaa:1	kangha:1	kanghaa:1
کنگھی	kanghi:3	kanghee:1	kanghy:1
کنھیا	kanhaya:2	kanhiya:2	kanhayaa:1	kanhayya:1
کنہار	kanhaar:2	kanhar:2	kunhar:2	kunhaar:1
کنہیا	kanhayya:2	canhiya:1	kaneya:1	kanhaiya:1
کنی	kani:3	kanee:2	cani:1	kany:1
کنیئرڈ	caneard:1	canerd:1	kanaerad:1	kanearea:1
کنیت	kaneet:2	kanit:2	kaneat:1	kaneeth:1
کنیز	kaneez:3	kaneaz:1	kanij:1	kaniz:1
کنیزوں	kanizon:2	caneezoun:1	coneazoun:1	kaneezo:1
کنیسہ	kanisa:2	caneasa:1	caneesa:1	khanisaa:1
کنیکٹ	connect:4	konect:1	qonect:1
کنیکٹیکٹ	conectect:1	connecticut:1	connectticket:1	kanecttect:1
کنے	kanay:2	kaney:2	khaney:1	qanay:1
که	ka:2	kah:2	khaa:1	qah:1
کها	kha:2	khaa:2	kaha:1	kahaa:1
کهیل	khail:2	kaheel:1	khale:1	qaheel:1
کو	ko:6	koo:2	ku:2	co:1
کوءی	kaui:1	koe:1	koi:1	koui:1
کوآپریشن	cooperation:2	coopration:1
کوآپریٹیو	cooperative:2	koaapraytiv:1
کوئز	quiz:3	coise:1	koaz:1	koise:1
کوئل	coil:2	koel:1	koyal:1
کوئلوں	koalon:1	koalun:1	koilon:1	koiloo:1
کوئلہ	koila:2	koaala:1	koala:1	qoila:1
کوئلے	koalay:1	koaley:1	koilay:1	koyala:1
کوئنز	coins:2	koans:1	qoans:1	queens:1
کوئي	koee:2	koi:2	koe:1
کوئٹہ	koitah:2	quetta:2	koeta:1	kweta:1
کوئی	koi:6	koe:2	koee:1	koyee:1
کوئین	queen:2	coin:1	kween:1	quin:1
کوئے	koay:2	koyay:1	koye:1	qoay:1
کوا	kawa:2	kava:1	kavaa:1	kawaa:1
کوائف	kawaif:2	kavaaif:1	kawaaif:1	kawaef:1
کوائل	coil:1	kavaail:1	kawaail:1	kawail:1
کوارٹر	quarter:5	kuwartar:1	kwartar:1
کوارڈینیٹر	coordinator:2	koadinaytar:1
کوالا	cola:1	koala:1	kola:1
کوالالمپور	kualalumpur:2	kualalampur:1
کوالٹی	quality:3	kwality:2
کوالیفائنگ	qualifying:3	kwaleefaying:1	kwalifaing:1	kwalifaying:1
کوانٹم	quantum:2	koantam:1	kuantam:1	kwantam:1
کواٹر	kwatar:2	quarter:1
کواٹرز	kwatarz:2	quarters:1
کواکب	kavaakib:1	kawaakib:1	kawakib:1	kwakab:1
کوایک	cavaaik:1	kawaik:1	koaik:1
کوب	cob:2	cobb:1	coobb:1	kob:1
کوبالٹ	cobalt:4	kobalt:2
کوبان	cobaan:1	cooban:1	koban:1	kuban:1
کوبتایا	cobataya:1	kobataia:1	kobataya:1	kobathaya:1
کوبرا	cobra:2	kobra:2	cobraa:1
کوبو	kobo:1	koboe:1	kobow:1
کوبڑی	kobdee:1	kobdi:1	kobri:1	kwbri:1
کوبہت	kobahut:2	cobahoot:1
کوبی	kobe:2	cobe:1	kobee:1	kobi:1
کوبین	cobain:2	kobain:1	kowbeen:1	kubin:1
کوبے	cobe:1	kobe:1	koob:1
کوت	coat:1	coth:1	koot:1	koth:1
کوتا	kotha:2	citha:1	kootha:1	quota:1
کوتاہ	kotah:3	cotah:1	kotaa:1	kotaah:1
کوتاہی	kotahi:2	cotahi:1	kotaahee:1	kotahee:1
کوتاہیاں	kotahiyan:2	cotahiyan:1	kotahian:1	kotahiyaan:1
کوتل	kotal:3	cotal:1
کوتو	koto:3	kotoo:1
کوتوال	kotwaal:3	kothwal:1	kotwal:1
کوتوالی	kotwali:2	kotwaali:1	kuthwali:1	kutwali:1
کوثر	kausar:2	kousar:1	kouser:1
کوثری	kausari:1	kausri:1	kousari:1	kouseri:1
کود	kud:2	kood:1
کودتا	kudta:2	koodataa:1
کودتی	kudti:2	koodati:1
کودنا	kudna:2	koodanaa:1
کودنے	koodanay:1	koodane:1	koodne:1	kudnay:1
کودے	kode:1	kooday:1	koode:1	kuday:1
کور	core:4	kor:3	caur:1	cover:1
کورس	course:3	kors:2	koars:1
کورسز	courses:3	cours:1	korsez:1
کورسوں	courson:2	corson:1	corsoon:1	korsoon:1
کورش	coursh:1	korsh:1	koursh:1
کورم	choram:1	koram:1	kuorum:1	quorrum:1
کورنگ	korang:2	couring:1	kouring:1
کورنگی	korangi:2	couringi:1	kouringi:1
کورو	koro:1	koru:1	kuroo:1	kuru:1
کورونا	corona:1	coronna:1	cover:1	korona:1
کورٹ	court:3	kort:2
کورٹس	courts:2	korts:2
کورٹنی	courtnee:1	courtney:1	courtni:1	kortni:1
کورڈوبا	cardoba:1	cordoba:1	kardoba:1
کورک	cork:3	kork:2	coark:1
کوری	corey:1	koari:1	kori:1
کوریا	korea:4	koria:2
کوریائی	korea:1	koreayaai:1	koriayi:1
کوریج	coverage:2	courage:1	coveraig:1	coveraige:1
کورین	korean:3	korian:2
کوریوگرافر	choreographer:2	koriografar:1
کوریڈور	corridor:2	koridor:1
کورے	koray:2	coray:1	kore:1	korey:1
کوزندہ	kozindaa:1	kozindaah:1	kozindah:1
کوزه	koozah:1	kozaa:1	kozah:1	kuza:1
کوزہ	kooza:1	koozah:1	koza:1	kuza:1
کوس	kos:3	cos:2	cause:1
کوسم	kosam:3	cosum:1
کوسمک	cosamak:1	cosmic:1	kosam:1	kosamk:1
کوسوو	cosoo:1	cosu:1	cowsow:1	kosoo:1
کوسوں	koson:1	kosoon:1	kosun:1	kowsoon:1
کوسٹ	coast:3	kost:3	cosst:1	cost:1
کوسٹا	costa:4	coasta:2	kosta:2	coastaa:1
کوسٹل	coastal:3	coustal:1	kosal:1	kostal:1
کوسی	kosi:3	coosi:1	cousi:1
کوش	kosh:5	cosh:1	kosah:1	koush:1
کوشا	kosha:2	cosha:1	cusha:1	kusha:1
کوشر	koshar:2	cosher:1
کوشش	coshish:2	koshish:2	kosish:1
کوششوں	koshishon:3	koshashon:1	koshishoon:1
کوشِش	koshish:3	coshish:1
کوشیش	koshish:2	coshish:1	kosheesh:1
کوفتے	cofte:1	cofthey:1	koftay:1	kofte:1
کوفہ	kofah:2	cofah:1	koffah:1	kufa:1
کوفی	coffee:1	koffy:1	kofi:1	kufi:1
کوفیوں	coffeeyo:1	koffiyon:1	kofiyon:1	kufion:1
کوقتل	coqatal:1	kukhatal:1	kuqatal:1
کول	coal:6	cole:2	kol:2	cool:1
کولا	cola:5	kola:5	kolla:1	qola:1
کولاب	colab:1	kulab:1	kullab:1
کولاچی	kolachi:2	collachi:1	kolaachi:1
کولمب	colomb:1	coulomb:1	kulamb:1
کولمبس	columbus:3	columbas:1	kolambas:1
کولمبو	colombo:4	kolambo:2
کولمبیا	columbia:2	columbiya:2	coulumbiya:2	colambia:1
کولمبیائی	colombian:1	columbiaee:1	kolambiayi:1
کولوراڈو	kolorado:2	colorado:1
کولڈ	kold:3	cold:2
کولکاتا	kolkata:3	colkata:1	kolcata:1	kolkaata:1
کولکاتہ	kolkaata:1	kolkata:1	kolkatah:1
کولکتہ	kolkata:2	culcuta:1	kolktah:1	kulktah:1
کولھو	kolahu:1	kolho:1	kolhu:1
کولہا	kolha:2	kolhoo:1	kolhu:1	kulha:1
کولہاپور	kolhapur:3	kolhaapur:1	kolhapor:1
کولہوں	coolhun:1	kolhaon:1	kolhun:1	koolhon:1
کولہے	kulhay:2	coolhi:1	kolhay:1	koolhe:1
کولی	koli:2	coli:1	coolay:1	cooley:1
کولیسٹرول	kolistrol:2	cholesterol:1	cholestraul:1	choulestrol:1
کولین	coleen:1	colin:1	kolin:1
کولیٹرل	colateral:1	collateral:1	kolateral:1
کولیکشن	kolikshan:3	colicshan:1
کوما	koma:4	coma:1	comaw:1	komaa:1
کومان	comman:1	komaan:1	koman:1	qomaan:1
کومل	komal:3	comal:1	qomal:1
کومکمل	comukammil:1	komakamal:1	komukamil:1	qomaqmal:1
کومہ	coma:2	comma:1	commah:1	koma:1
کومے	come:1	kaume:1	koamay:1	koame:1
کون	kaun:3	kon:3	koon:2	cain:1
کونئی	konayi:2	conayee:1	kaunee:1	konee:1
کونارڈ	conrad:2	konard:2	conard:1	konaad:1
کونان	konaan:2	konan:2	conaan:1
کونج	coonj:1	kaunj:1	konj:1	koonaj:1
کوندا	konda:2	kaunda:1	koondaa:1
کونسا	konsa:2	kaunsa:1	kaunsaa:1	koansa:1
کونسل	council:5	konsal:2	consul:1	counsil:1
کونسلر	councillor:2	kaunslar:1
کونسلرز	councillors:2	councillorz:1	konslarz:1
کونسلز	councils:2	councilz:1	konsalz:1
کونسلوں	councilon:2	konsalon:1
کونسلیٹ	consulate:2	konslait:1
کونسلیں	councilein:1	councilen:1	konslain:1
کونسی	counsy:1	konsi:1	kounsee:1	kounsy:1
کونسے	kaunsay:1	kaunse:1	konse:1	konsey:1
کونو	kono:2	konoo:1
کونوے	convay:1	convey:1	conway:1
کونٹینٹ	content:2	kontinent:1
کونپلیں	complain:1	konpalain:1	konpalen:1
کونچیں	kauncheen:1	kaunchen:1	konchain:1	konchen:1
کونڈے	conde:1	koanday:1	koande:1	konday:1
کونکن	koncan:1	konkan:1	konkkan:1
کونہ	cone:1	koanah:1	kona:1	kone:1
کونین	kavnain:1	kawnain:1	konain:1	koneen:1
کونیکا	konika:2	conika:1	konica:1	konikaa:1
کونے	konay:2	koanay:1	koane:1	qonay:1
کوو	koo:1	kuu:1	quu:1
کوٹ	kot:4	coat:3	koot:2	cot:1
کوٹا	kota:6	kotaa:2	qota:2	quota:2
کوٹایم	kotayam:1	kottayam:1	kottayem:1
کوٹر	coter:1	cottar:1	cotter:1
کوٹری	koatari:1	kotari:1	kotree:1	kotri:1
کوٹلہ	kotlah:2	koatlah:1
کوٹلی	kotli:2	koatli:1	kotlee:1
کوٹو	coato:1	koto:1	kuto:1
کوٹھا	kotha:2	koathaa:1
کوٹھڑی	kothdi:4	kothdee:2	kothadi:1	kothri:1
کوٹھی	kothi:2	koathi:1	kothee:1
کوٹھیاں	kothean:1	kothiaan:1	kothian:1	kothiyaan:1
کوٹھے	koathay:1	koathe:1	kothay:1	kothe:1
کوٹہ	kota:2	coatah:1
کوٹی	koti:3	kotee:1	koty:1
کوپر	cooper:2	copper:2	koper:2	kupar:1
کوپرا	kopra:2	coapra:1	copra:1	copraa:1
کوپن	kopan:2	copan:1	coupon:1	kupan:1
کوچ	coach:5	kooch:2	coache:1	coauch:1
کوچر	coacher:2	coachr:1	kochar:1
کوچنگ	coaching:2	koching:2	kochaangh:1	kochang:1
کوچنی	kochani:3	koachnee:1	kochany:1
کوچوں	kochon:2	coachoon:1	kochoon:1	kochun:1
کوچک	cochak:1	kochak:1	koochak:1
کوچہ	koochah:2	coochah:1	kucha:1
کوچی	kochi:3	coochi:1	koochi:1
کوچین	cochin:1	kochen:1	kochiin:1	kochin:1
کوچے	kuchay:2	kochay:1	kooche:1
کوڈ	code:5	kod:4	cod:1
کوڈز	codes:1	codez:1	kodaz:1	kodz:1
کوڈیک	coddec:1	codec:1	codecc:1
کوڑا	koda:3	kuda:3	kodaa:2	kooda:2
کوڑوں	kodon:2	koron:2	koroon:1
کوڑھ	kodh:1	korh:1	kudh:1	kurh:1
کوڑھی	kodhee:1	korhi:1	kudhi:1	kurhi:1
کوڑھیوں	kodhyon:1	korhion:1	kudhion:1	kurhion:1
کوڑہ	kaudah:1	koadah:1	koda:1	kodha:1
کوڑی	kori:2	kaudee:1	kodi:1
کوڑیاں	kaudian:1	kaudiyan:1	kaurian:1	korian:1
کوڑے	koray:2	koday:1	kode:1	koode:1
کوک	kok:4	coke:2	cook:1	cooke:1
کوکا	koka:2	coca:1	coka:1	kouka:1
کوکب	kaukab:2	kokab:1
کوکبی	kaukabi:1	kokabee:1	kokabi:1	kokbee:1
کوکر	cookar:1	cooker:1	kokar:1	kooker:1
کوکن	cocaine:1	kokan:1	kookan:1
کوکوس	cocos:2	cocoos:1	cocoss:1
کوکھ	kokh:3	koukh:1
کوکی	cookie:2	cookkie:1	cukie:1	koki:1
کوکین	cocaine:3	kokain:2	koken:1
کوکیوں	kokuon:1	kokyon:1	kukeeun:1
کوگا	kogaa:2	koga:1	koogaa:1	kuga:1
کوں	koon:3	kun:2	kaun:1	kon:1
کوہ	koh:4	kuh:1	qooh:1
کوہان	kohaan:2	kohan:2	kuhaan:1
کوہاٹ	kohaat:5	kohat:3	kohatt:1	kuhaat:1
کوہستان	cohistan:1	kohistan:1	kohisthan:1	kuhastan:1
کوہستانی	cohastani:1	kohastani:1	kohistani:1	kohisthani:1
کوہلو	kohello:1	kohelo:1	kohloo:1	kohlu:1
کوہلی	koheli:2	kohli:2	kohili:1	kohlie:1
کوہن	cohn:1	cohnn:1	coohn:1
کوہِ	kawah:1	koh:1	kohe:1
کوی	koi:2	kavi:1	kawi:1	koyi:1
کویا	koya:3	koyaa:1
کویت	kuwait:4	cuwait:1	kuweit:1
کویتا	kavita:2	kavitha:1	kevita:1	kovita:1
کویل	koyal:3
کوین	kween:2	koveen:1	kovin:1
کویہ	koya:1	koyeh:1	kweah:1	kwiah:1
کوے	kaway:1	kawe:1	kawway:1
کي	kee:4	ki:3	ke:1	key:1
کيا	kiya:5	kya:3	kyaa:1
کيس	case:1	kais:1	kis:1	kiss:1
کيفیت	kefet:2	keefeet:1	kefiat:1	kifit:1
کيلئے	keliye:2	kelay:1	keleeye:1	kiliye:1
کيليے	kelee:1	keley:1	keleye:1	keli:1
کيميا	kemeel:1	kemeeyaa:1	kemiya:1	kimia:1
کيو	keeu:1	keev:1	keiu:1	keu:1
کيے	keey:1	kiay:1	kie:1	kiyae:1
کُتب	kutub:2	kutab:1
کُتُب	kutub:3
کُرد	kurd:2	kurad:1	kurud:1
کُرم	kuram:3	kurm:1
کُش	kush:3
کُشتی	kushti:3	kushty:1
کُشن	cushion:1	cushtion:1	kushion:1
کُشی	kushi:2	kushti:1	kushy:1
کُل	kul:3
کُلی	kuli:3	kuly:1
کُم	kum:3	koom:1
کُن	kun:3	kunn:1
کُچل	kuchal:3	kuchl:1
کُچھ	kuchh:2	koochh:1	kuch:1
کُھل	khul:3	khool:1
کُھلے	khulay:2	khule:1	kuhle:1	kuhley:1
کِ	ki:5	ke:2
کِس	kiss:3	kis:1
کِسی	kisi:3	kisy:1
کِسے	kise:3	kisay:1	kisey:1
کِل	kil:2	kill:2
کِک	kick:3	kik:1
کِیا	kiya:2	kia:1	kiyaa:1
کِیُونکہ	kiyunakah:1	kyunke:1	kyunki:1
کٹ	cut:6	kit:3	kat:2	ket:1
کٹا	kata:4	kataa:2
کٹاؤ	katao:2	kataaw:1	katau:1
کٹائی	kataaee:1	kataaye:1	kataayi:1	katai:1
کٹارا	kataara:2	katara:2
کٹانا	katana:3	catana:1	kataana:1	kataanaa:1
کٹر	cutter:5	katar:3	cuter:1	katr:1
کٹن	katan:2	kitten:1
کٹنگ	cutting:3	kating:2
کٹنی	katni:3	katnee:1	katny:1
کٹنے	katnay:2	katnae:1	katne:1	katney:1
کٹو	kato:1	katoo:1	katu:1
کٹوا	katwa:2	katwaa:2	katva:1	katvaa:1
کٹوانے	katwaanay:1	katwaane:1	katwaaney:1	katwanay:1
کٹوتی	katautee:2	katoti:2	katauti:1	katotee:1
کٹوری	katori:3	katoree:2	katory:2
کٹورے	katore:2	katorey:2	katoray:1
کٹّر	kattar:2	cutter:1
کٹک	cuttack:2	katak:2	cuttuck:1	kuttack:1
کٹھ	kath:2	katha:1	kathh:1	kattha:1
کٹھالہ	kathala:2	kathaala:1	kathaalah:1	kathalah:1
کٹھمل	kathmal:2	kathamal:1	khatmal:1	khattmal:1
کٹھمنڈو	kathmandu:3
کٹھن	kathan:1	kathen:1	kathin:1
کٹھہ	katha:3	kathah:1	kattha:1
کٹہرے	kathare:2	katharey:2	katahare:1	kataharey:1
کٹی	kati:4	katy:2	kitty:2	katee:1
کٹے	kate:2	katey:2	katay:1
کپ	cup:6	kap:2	keyp:1	kip:1
کپاس	kapaas:2	kappaas:1
کپتان	kaptaan:3	kaptan:1
کپتانی	kaptani:2	captaani:1	captani:1	cuptaanee:1
کپس	caps:1	cups:1	keps:1	kips:1
کپل	kapil:3
کپلر	couplar:1	keplar:1	kepler:1
کپلنگ	kipling:2	coupling:1	keepling:1	kepling:1
کپنی	kapni:2	cupnee:1	kapnee:1
کپواڑہ	kupavada:1	kupawaada:1	kupvaada:1	kupwada:1
کپور	kapoor:4	kapur:3	kapuur:1
کپٹین	captain:2	kaptin:1
کپڑا	kapda:2	kapra:2	kapada:1	kapadaa:1
کپڑوں	kapdon:2	kapron:2	kapadon:1	kapadun:1
کپڑے	kapday:2	kapde:2	kaprhay:2	kapade:1
کپکپی	kapkapi:3	kapkapee:1
کچ	kach:2	cuch:1	kick:1	kuch:1
کچا	kacha:3	kachaa:1
کچرا	kachra:2	kachara:1	kacharaa:1
کچرہ	kacharah:1	kachra:1	kachrah:1
کچرے	kachare:1	kachary:1	kachray:1	kachre:1
کچل	kuchal:3	kachal:1
کچلنے	kuchalnay:2	kuchalne:1
کچنار	kachnaar:1	kachnar:1	kichnar:1
کچنر	kachnar:1	kichnar:1	kichner:1
کچه	kacha:1	kachah:1	kuchh:1
کچھ	kuch:5	kuchh:3	kach:2	kachh:1
کچھا	kachha:2	kachhaa:1	kichha:1
کچھار	kachhar:2	kachhaar:1	kichhar:1
کچھوا	kachhwa:1	kachhwaa:1	kachwa:1	kichhava:1
کچھوچھہ	kachochah:2	kachoochah:1	kachucha:1	kachuchah:1
کچھہ	kachha:2	kachah:1	kachhaa:1	kichah:1
کچھی	kachhi:2	kachhee:1	kachhii:1	kachhy:1
کچہ	kacha:2	kachah:2	kichah:1
کچہری	kachehri:1	kacheree:1	kacheri:1	kachery:1
کچی	kachi:2	kachy:1	kaichee:1	kaiychi:1
کچیل	kacheel:1	kachel:1	kachiil:1	kachil:1
کچے	kachay:3	kache:3	kachche:2	kachhey:1
کڈز	kids:2	kidz:1
کڈھ	kadh:2	kadha:1	kadhaa:1
کڈیں	kadein:2	kadain:1	kadhein:1	kadhin:1
کڑ	kar:2	karh:2	kurh:2	cud:1
کڑا	kara:2	kada:1	kadaa:1
کڑاہی	karahi:2	kadahee:1	kadahii:1	kadahy:1
کڑتی	kadtee:1	kadti:1	kadty:1	karti:1
کڑوا	karwa:2	kadwaa:1
کڑوی	karwi:2	kadwee:1
کڑپہ	karpa:2	kadpa:1
کڑھا	kadaha:1	kadha:1	kadhaa:1	karha:1
کڑھتے	kadhatay:1	kadhate:1	karhtay:1	kudhtay:1
کڑھی	kadhee:1	kadhi:1	kadhy:1	karhi:1
کڑہ	kadah:1	kadhah:1	kara:1	karah:1
کڑی	kadi:2	kari:2	kadee:1	kady:1
کڑیاں	kadean:1	kadian:1	kadyaan:1	karian:1
کڑیل	kadel:1	kadil:1	kadyal:1	karial:1
کڑیوں	kadeon:1	kadion:1	kadyon:1	karion:1
کڑے	kaday:2	kade:1	karay:1
کک	kick:2	kik:2	cick:1	kak:1
ککر	kakar:1	kicker:1	kikar:1	kukar:1
ککلی	kakli:2	kaklee:1	kale:1
ککنگ	cooking:1	kicking:1	kuking:1
ککڑ	kakad:3	kakadh:2	kakarh:2	kikad:1
ککھ	kakh:2	kikh:1	kukh:1
کھ	kh:2	kah:1	kih:1
کھا	kha:4	khaa:4	kaha:1
کھاؤ	khao:4	khau:1	kho:1	khoe:1
کھائی	khaaee:2	khai:2	khaai:1	khaee:1
کھائیاں	khaayan:1	khaiyan:1	khayeyan:1	khayiyan:1
کھائیوں	khaaiyon:1	khaion:1	khayeyon:1	khayeyun:1
کھائیں	khaayen:1	khain:1	khayen:1	khayin:1
کھائے	kahaye:1	khaay:1	khaey:1	khaye:1
کھاتا	khata:2	kahata:1	khaataa:1
کھاتوں	kahaton:1	khaaton:1	khaton:1	khatun:1
کھاتہ	kahatah:1	khaatah:1	khata:1	khatah:1
کھاتی	khati:2	khaatee:1	khaty:1
کھاتے	khatay:2	khaatay:1	khate:1
کھاد	khaad:2	kahad:1	khad:1
کھادوں	khaadon:2	khadon:1	khadun:1
کھادی	khadi:2	khaadee:1	khady:1
کھار	khaar:2	khar:2	kahar:1	kharr:1
کھارا	khara:4	khaara:2	khaaraa:2	kahara:1
کھاریاں	kharian:2	khaariyan:1	kharean:1
کھارے	kharay:2	khaaray:1	khare:1
کھال	khaal:2	khal:2	kahal:1
کھالوں	khaalon:1	khalo:1	khalon:1	khaloo:1
کھالیں	khaalain:1	khalen:1	khaliin:1	khalin:1
کھان	kahaan:1	kahan:1	khaan:1	khan:1
کھانا	khaana:2	khaanaa:1	khana:1	khna:1
کھانسی	khansi:5	khansy:4	khaansi:2	khansee:2
کھانوں	khanon:2	kahaniyon:1	kahanyon:1	khanun:1
کھانچے	khanchay:3	khanche:2
کھانڈ	khand:2	khandee:1	khandy:1
کھانی	khani:3	khany:3	kahaani:1	kahani:1
کھانے	khanay:5	khane:4	khaanay:1	khaane:1
کھاکر	kahaakar:1	kahakar:1	khakar:1	khaker:1
کھاگئے	kahaage:1	kahage:1	khagayae:1	khagaye:1
کھایا	khaya:3	kahaayaa:1	kahaya:1	kahayaa:1
کھبکی	kahabakee:1	kahabaki:1	kehbaki:1	khabki:1
کھبی	kahabee:1	kahabi:1	kehbee:1	kehbi:1
کھتری	kahtaree:1	kahtari:1	kehtaree:1	kehtari:1
